City_Name,Type,Package,Variety,Sub_Variety,Year,Month,Week,Date,Low_Price,High_Price,Mostly_Low,,Origin,Origin_District,Item_Size,Color,Environment,Unit_of_Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans_Cost,Trans_Distance_(kM),Per_Capita_Income,packagetype,is_selected,Package_Size (Before adjusted according to item size),Unified_Package_Size,Unit_Price,Net_Unit_Price
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,140,154.75,140,154.75,MICHIGAN,,jbo,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,566.338176,0.273246633,0.248261633
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,145,154.75,145,154.75,MICHIGAN,,xlge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,604.0940544,0.256168719,0.231183719
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,649.4011085,0.238296483,0.213311483
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,150,150,150,150,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,679.6058112,0.220716182,0.195731182
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,40,10/1/2016,140,154.75,140,154.75,MICHIGAN,,jbo,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,566.338176,0.273246633,0.248261633
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,40,10/1/2016,145,154.75,145,154.75,MICHIGAN,,xlge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,604.0940544,0.256168719,0.231183719
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,40,10/1/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,649.4011085,0.238296483,0.213311483
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,40,10/1/2016,150,150,150,150,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,679.6058112,0.220716182,0.195731182
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,41,10/8/2016,140,154.75,140,154.75,MICHIGAN,,jbo,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,566.338176,0.273246633,0.248261633
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,41,10/8/2016,145,154.75,145,154.75,MICHIGAN,,xlge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,604.0940544,0.256168719,0.231183719
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,41,10/8/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,649.4011085,0.238296483,0.213311483
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,41,10/8/2016,150,150,150,150,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,679.6058112,0.220716182,0.195731182
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,42,10/15/2016,140,145,140,145,ALABAMA,,med,,,,,,,,,N,0.013525,235,45092,Bin,1,755.117568,664.5034598,0.218208044,0.204683044
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,42,10/15/2016,140,154.75,140,154.75,MICHIGAN,,jbo,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,566.338176,0.273246633,0.248261633
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,42,10/15/2016,145,154.75,145,154.75,MICHIGAN,,xlge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,604.0940544,0.256168719,0.231183719
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,42,10/15/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,649.4011085,0.238296483,0.213311483
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,42,10/15/2016,150,150,150,150,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,679.6058112,0.220716182,0.195731182
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,43,10/22/2016,140,145,140,145,ALABAMA,,med,,,,,,,,,N,0.013525,235,45092,Bin,1,755.117568,664.5034598,0.218208044,0.204683044
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,43,10/22/2016,140,154.75,140,154.75,MICHIGAN,,jbo,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,566.338176,0.273246633,0.248261633
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,43,10/22/2016,145,154.75,145,154.75,MICHIGAN,,xlge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,604.0940544,0.256168719,0.231183719
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,43,10/22/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,649.4011085,0.238296483,0.213311483
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,43,10/22/2016,150,150,150,150,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,679.6058112,0.220716182,0.195731182
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,140,145,140,145,ALABAMA,,med,,,,,,,,,N,0.013525,235,45092,Bin,1,755.117568,664.5034598,0.218208044,0.204683044
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,140,154.75,140,154.75,MICHIGAN,,jbo,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,566.338176,0.273246633,0.248261633
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,145,154.75,145,154.75,MICHIGAN,,xlge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,604.0940544,0.256168719,0.231183719
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,649.4011085,0.238296483,0.213311483
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,150,150,150,150,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,679.6058112,0.220716182,0.195731182
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,140,145,140,145,ALABAMA,,med,,,,,,,,,N,0.013525,235,45092,Bin,1,755.117568,664.5034598,0.218208044,0.204683044
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,140,154.75,140,154.75,MICHIGAN,,jbo,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,566.338176,0.273246633,0.248261633
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,145,154.75,145,154.75,MICHIGAN,,xlge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,604.0940544,0.256168719,0.231183719
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,649.4011085,0.238296483,0.213311483
ATLANTA,,24 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,150,150,150,150,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,755.117568,679.6058112,0.220716182,0.195731182
ATLANTA,,36 inch bins,HOWDEN TYPE,,2017,9,39,9/30/2017,140,145,140,145,MICHIGAN,,lge,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,940.1213722,0.154235404,0.129250404
ATLANTA,,36 inch bins,HOWDEN TYPE,,2017,9,39,9/30/2017,140,140,140,140,TENNESSEE,,lge,,,,,,,,,N,0.016,400,45092,Bin,1,1132.676352,940.1213722,0.148916942,0.132916942
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,2016,11,45,11/5/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bushel Cartons,1,39.1545,35.23905,0.425664142,0.400679142
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,2016,11,46,11/12/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bushel Cartons,1,39.1545,35.23905,0.425664142,0.400679142
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,2016,11,47,11/19/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bushel Cartons,1,39.1545,35.23905,0.425664142,0.400679142
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,2016,11,48,11/26/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bushel Cartons,1,39.1545,35.23905,0.425664142,0.400679142
ATLANTA,,24 inch bins,PIE TYPE,,2016,9,39,9/24/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,10,40,10/1/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,10,41,10/8/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,10,42,10/15/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,10,43,10/22/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,10,44,10/29/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,11,45,11/5/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,11,46,11/12/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,11,47,11/19/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,24 inch bins,PIE TYPE,,2016,11,48,11/26/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,0.01858,572,45092,Bin,1,755.117568,679.6058112,0.198644564,0.180064564
ATLANTA,,36 inch bins,PIE TYPE,,2016,9,39,9/24/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,1019.408717,0.280554792,0.255569792
ATLANTA,,36 inch bins,PIE TYPE,,2016,10,40,10/1/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,1019.408717,0.280554792,0.255569792
ATLANTA,,36 inch bins,PIE TYPE,,2016,10,41,10/8/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,1019.408717,0.280554792,0.255569792
ATLANTA,,36 inch bins,PIE TYPE,,2016,10,42,10/15/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,1019.408717,0.280554792,0.255569792
ATLANTA,,36 inch bins,PIE TYPE,,2016,10,43,10/22/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,1019.408717,0.280554792,0.255569792
ATLANTA,,36 inch bins,PIE TYPE,,2016,10,44,10/29/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,1019.408717,0.280554792,0.255569792
ATLANTA,,36 inch bins,PIE TYPE,,2016,11,45,11/5/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,0.024985,999,45092,Bin,1,1132.676352,1019.408717,0.280554792,0.255569792
ATLANTA,,1 1/9 bushel cartons,MINIATURE,FLAT TYPE,2017,9,39,9/30/2017,16.5,18,16.5,16.75,TENNESSEE,,,,,,,,,,,N,0.016,400,45092,Bushel Cartons,1,39.1545,,#DIV/0!,#DIV/0!
BALTIMORE,,24 inch bins,,,2017,,17,4/29/2017,270,280,270,280,,,lge,,,,,,,,,E,0.01,,55275,Bin,1,755.117568,626.7475814,0.446750826,0.436750826
BALTIMORE,,24 inch bins,,,2017,,18,5/6/2017,270,280,270,280,,,lge,,,,,,,,,E,0.01,,55275,Bin,1,755.117568,626.7475814,0.446750826,0.436750826
BALTIMORE,,24 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,160,160,160,160,DELAWARE,,med,,,,,,,,,N,0.021625,775,55275,Bin,1,755.117568,664.5034598,0.24078129,0.21915629
BALTIMORE,,24 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,160,160,160,160,VIRGINIA,,med,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,664.5034598,0.24078129,0.22706129
BALTIMORE,,24 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,90,100,90,100,MARYLAND,,lge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,626.7475814,0.159553867,0.148773867
BALTIMORE,,24 inch bins,HOWDEN TYPE,,2016,11,46,11/12/2016,90,100,90,100,MARYLAND,,lge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,626.7475814,0.159553867,0.148773867
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,160,170,160,170,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,996.7551898,0.170553413,0.159773413
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,9,39,9/24/2016,160,160,160,160,PENNSYLVANIA,,lge,,,,,,,,,N,0.01192,128,55275,Bin,1,1132.676352,940.1213722,0.170190791,0.158270791
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,40,10/1/2016,160,170,160,170,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,996.7551898,0.170553413,0.159773413
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,40,10/1/2016,160,160,160,160,PENNSYLVANIA,,lge,,,,,,,,,N,0.01192,128,55275,Bin,1,1132.676352,940.1213722,0.170190791,0.158270791
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,41,10/8/2016,160,170,160,170,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,996.7551898,0.170553413,0.159773413
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,41,10/8/2016,160,160,160,160,PENNSYLVANIA,,lge,,,,,,,,,N,0.01192,128,55275,Bin,1,1132.676352,940.1213722,0.170190791,0.158270791
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,42,10/15/2016,150,160,150,160,MARYLAND,,lge,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,940.1213722,0.170190791,0.159410791
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,42,10/15/2016,150,170,150,170,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,996.7551898,0.170553413,0.159773413
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,43,10/22/2016,150,160,150,160,MARYLAND,,lge,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,940.1213722,0.170190791,0.159410791
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,43,10/22/2016,140,160,140,160,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,996.7551898,0.16052086,0.14974086
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,100,160,100,160,MARYLAND,,lge,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,940.1213722,0.170190791,0.159410791
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,130,160,130,160,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,996.7551898,0.16052086,0.14974086
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,10,44,10/29/2016,130,130,130,130,MARYLAND,,sml,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,1019.408717,0.127524905,0.116744905
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,120,130,120,130,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,906.1410816,0.143465518,0.132685518
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,100,130,100,130,MARYLAND,,lge,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,940.1213722,0.138280018,0.127500018
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,11,45,11/5/2016,90,100,90,100,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,996.7551898,0.100325537,0.089545537
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2016,11,46,11/12/2016,100,120,100,100,MARYLAND,,lge,,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,940.1213722,0.127643093,0.116863093
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2017,9,37,9/16/2017,160,160,160,160,MARYLAND,,med-lge,ORANGE,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,974.1016627,0.164253903,0.153473903
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2017,9,38,9/23/2017,160,160,160,160,MARYLAND,,med-lge,ORANGE,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,974.1016627,0.164253903,0.153473903
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2017,9,39,9/30/2017,150,160,150,160,MARYLAND,,lge,ORANGE,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,940.1213722,0.170190791,0.159410791
BALTIMORE,,36 inch bins,HOWDEN TYPE,,2017,9,39,9/30/2017,150,160,150,160,MARYLAND,,med-lge,ORANGE,,,,,,,,N,0.01078,52,55275,Bin,1,1132.676352,974.1016627,0.164253903,0.153473903
BALTIMORE,,24 inch bins,HOWDEN WHITE TYPE,,2017,9,38,9/23/2017,160,180,160,180,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,664.5034598,0.270878951,0.260098951
BALTIMORE,,24 inch bins,HOWDEN WHITE TYPE,,2017,9,39,9/30/2017,180,180,180,180,MARYLAND,,med,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,664.5034598,0.270878951,0.260098951
BALTIMORE,,24 inch bins,CINDERELLA,,2017,,22,6/3/2017,380,380,380,380,,,xlge,,,,,,,,,E,0.01,,55275,Bin,1,755.117568,604.0940544,0.629041119,0.619041119
BALTIMORE,,24 inch bins,CINDERELLA,,2017,,23,6/10/2017,380,380,380,380,,,xlge,,,,,,,,,E,0.01,,55275,Bin,1,755.117568,604.0940544,0.629041119,0.619041119
BALTIMORE,,24 inch bins,CINDERELLA,,2017,,24,6/17/2017,380,380,380,380,,,xlge,,,,,,,,,E,0.01,,55275,Bin,1,755.117568,604.0940544,0.629041119,0.619041119
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,36,9/9/2017,180,180,180,180,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.297966846,0.287186846
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,36,9/9/2017,200,200,200,200,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.331074273,0.317354273
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,37,9/16/2017,180,200,180,200,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.331074273,0.320294273
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,37,9/16/2017,180,200,180,200,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.331074273,0.317354273
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,38,9/23/2017,340,340,340,340,MARYLAND,,jbo,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,566.338176,0.600348015,0.589568015
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,38,9/23/2017,240,250,240,250,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.413842841,0.403062841
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,38,9/23/2017,200,200,200,200,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.331074273,0.317354273
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,39,9/30/2017,340,340,340,340,MARYLAND,,jbo,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,566.338176,0.600348015,0.589568015
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,39,9/30/2017,240,250,240,250,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.413842841,0.403062841
BALTIMORE,,24 inch bins,CINDERELLA,,2017,9,39,9/30/2017,180,200,180,200,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.331074273,0.317354273
BALTIMORE,,50 lb sacks,CINDERELLA,,2017,,34,8/26/2017,29,29,29,29,FLORIDA,,med,,,,,,,,,N,0.032095,1473,55275,lb cartons,1,46.5,46.5,0.623655914,0.591560914
BALTIMORE,,50 lb sacks,CINDERELLA,,2017,,35,9/2/2017,29,29,29,29,FLORIDA,,med,,,,,,,,,N,0.032095,1473,55275,lb cartons,1,46.5,46.5,0.623655914,0.591560914
BALTIMORE,,50 lb sacks,CINDERELLA,,2017,9,36,9/9/2017,15,15,15,15,VIRGINIA,,lge,,,,,,,,,N,0.01372,248,55275,lb cartons,1,46.5,46.5,0.322580645,0.308860645
BALTIMORE,,50 lb sacks,CINDERELLA,,2017,9,37,9/16/2017,15,15,15,15,VIRGINIA,,lge,,,,,,,,,N,0.01372,248,55275,lb cartons,1,46.5,46.5,0.322580645,0.308860645
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,9,39,9/24/2016,250,260,250,260,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.430396555,0.419616555
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,9,39,9/24/2016,250,260,250,260,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.430396555,0.416676555
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,40,10/1/2016,250,260,250,260,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.430396555,0.419616555
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,40,10/1/2016,250,260,250,260,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.430396555,0.416676555
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,41,10/8/2016,235,260,235,260,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.430396555,0.419616555
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,41,10/8/2016,250,260,250,260,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.430396555,0.416676555
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,42,10/15/2016,235,250,235,250,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.413842841,0.403062841
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,43,10/22/2016,230,240,230,240,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.397289128,0.386509128
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,44,10/29/2016,220,240,220,230,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.397289128,0.386509128
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,10,44,10/29/2016,230,230,230,230,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.380735414,0.367015414
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,11,45,11/5/2016,200,230,200,230,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.380735414,0.369955414
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,11,45,11/5/2016,200,230,200,230,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.380735414,0.367015414
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,11,46,11/12/2016,200,200,200,200,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.331074273,0.320294273
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,11,47,11/19/2016,200,200,200,200,MARYLAND,,xlge,,,,,,,,,N,0.01078,52,55275,Bin,1,755.117568,604.0940544,0.331074273,0.320294273
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,11,47,11/19/2016,200,230,200,230,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.380735414,0.367015414
BALTIMORE,,24 inch bins,FAIRYTALE,,2016,11,48,11/26/2016,210,210,210,210,VIRGINIA,,xlge,,,,,,,,,N,0.01372,248,55275,Bin,1,755.117568,604.0940544,0.347627987,0.333907987
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,2016,9,39,9/24/2016,15,15,15,15,DELAWARE,,med,,,,,,,,,N,0.021625,775,55275,Bushel Cartons,1,39.1545,34.45596,0.435338328,0.413713328
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,2016,9,39,9/24/2016,18,18,18,18,DELAWARE,,sml,,,,,,,,,N,0.021625,775,55275,Bushel Cartons,1,39.1545,35.23905,0.510796971,0.489171971
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,2016,10,40,10/1/2016,18,18,18,18,DELAWARE,,sml,,,,,,,,,N,0.021625,775,55275,Bushel Cartons,1,39.1545,35.23905,0.510796971,0.489171971
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,2016,10,40,10/1/2016,17,17,17,17,OHIO,,med,,,,,,,,,N,0.02014,676,55275,Bushel Cartons,1,39.1545,34.45596,0.493383438,0.473243438
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,2016,10,41,10/8/2016,15,15,15,15,DELAWARE,,,,,,,,,,,N,0.021625,775,55275,Bushel Cartons,1,39.1545,,#DIV/0!,#DIV/0!
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,2016,10,41,10/8/2016,18,18,18,18,DELAWARE,,sml,,,,,,,,,N,0.021625,775,55275,Bushel Cartons,1,39.1545,35.23905,0.510796971,0.489171971
